interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
RETN_CAP1	RESISTIN	RETN	CAP1					PMID: 30809105	Secreted Signaling	RETN - CAP1
NAMPT_INSR	VISFATIN	NAMPT	INSR					PMID: 28490838	Secreted Signaling	NAMPT - INSR
NAMPT_ITGA5_ITGB1	VISFATIN	NAMPT	ITGA5_ITGB1					PMID: 28490838	Secreted Signaling	NAMPT - (ITGA5+ITGB1)
ANGPTL1_ITGA1_ITGB1	ANGPTL	ANGPTL1	ITGA1_ITGB1					PMID: 24478758	Secreted Signaling	ANGPTL1 - (ITGA1+ITGB1)
ANGPTL2_ITGA5_ITGB1	ANGPTL	ANGPTL2	ITGA5_ITGB1					PMID: 24478758	Secreted Signaling	ANGPTL2 - (ITGA5+ITGB1)
ANGPTL2_TLR4	ANGPTL	ANGPTL2	TLR4					PMID: 24478758	Secreted Signaling	ANGPTL2 - TLR4
ANGPTL2_PIRB	ANGPTL	ANGPTL2	LILRB3					PMID: 24478758	Secreted Signaling	ANGPTL2 - PIRB
ANGPTL1_PIRB	ANGPTL	ANGPTL1	LILRB3					PMID: 24478758	Secreted Signaling	ANGPTL1 - PIRB
ANGPTL4_ITGA5_ITGB1	ANGPTL	ANGPTL4	ITGA5_ITGB1					PMID: 30049845	Secreted Signaling	ANGPTL4 - (ITGA5+ITGB1)
ANGPTL4_ITGAV_ITGB3	ANGPTL	ANGPTL4	ITGAV_ITGB3					PMID: 30049845	Secreted Signaling	ANGPTL4 - (ITGAV+ITGB3)
ANGPTL4_CDH5	ANGPTL	ANGPTL4	CDH5					PMID: 30049845	Secreted Signaling	ANGPTL4 - CDH5
ANGPTL4_CDH11	ANGPTL	ANGPTL4	CDH11					PMID: 30049845	Secreted Signaling	ANGPTL4 - CDH11
ANGPTL4_SDC1	ANGPTL	ANGPTL4	SDC1					PMID: 29017031	Secreted Signaling	ANGPTL4 - SDC1
ANGPTL4_SDC2	ANGPTL	ANGPTL4	SDC2					PMID: 29017031	Secreted Signaling	ANGPTL4 - SDC2
ANGPTL4_SDC3	ANGPTL	ANGPTL4	SDC3					PMID: 29017031	Secreted Signaling	ANGPTL4 - SDC3
ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4					PMID: 29017031	Secreted Signaling	ANGPTL4 - SDC4
ANGPT1_TEK	ANGPT	ANGPT1	TEK				ANGPT inhibition receptor 1	PMID: 20651738	Secreted Signaling	ANGPT1 - TEK
ANGPT2_TEK	ANGPT	ANGPT2	TEK				ANGPT inhibition receptor 1	PMID: 20651738	Secreted Signaling	ANGPT2 - TEK
ANGPT2_ITGA5_ITGB1	ANGPT	ANGPT2	ITGA5_ITGB1				ANGPT inhibition receptor 2	PMID: 20651738; PMID: 25635707	Secreted Signaling	ANGPT2 - (ITGA5+ITGB1)
MDK_SDC1	MK	MDK	SDC1					PMID: 28356350	Secreted Signaling	MDK - SDC1
MDK_SDC2	MK	MDK	SDC2					PMID: 28356350	Secreted Signaling	MDK - SDC2
MDK_SDC4	MK	MDK	SDC4					PMID: 28356350	Secreted Signaling	MDK - SDC4
MDK_PTPRZ1	MK	MDK	PTPRZ1					PMID: 28356350	Secreted Signaling	MDK - PTPRZ1
MDK_ITGA4_ITGB1	MK	MDK	ITGA4_ITGB1					PMID: 28356350	Secreted Signaling	MDK - (ITGA4+ITGB1)
MDK_ITGA6_ITGB1	MK	MDK	ITGA6_ITGB1					PMID: 28356350	Secreted Signaling	MDK - (ITGA6+ITGB1)
MDK_LRP1	MK	MDK	LRP1					PMID: 28356350	Secreted Signaling	MDK - LRP1
MDK_NCL	MK	MDK	NCL					PMID: 28356350	Secreted Signaling	MDK - NCL
PTN_PTPRZ1	PTN	PTN	PTPRZ1					PMID: 28356350; PMID: 25620911	Secreted Signaling	PTN - PTPRZ1
PTN_SDC1	PTN	PTN	SDC1					PMID: 28356350; PMID: 25620911	Secreted Signaling	PTN - SDC1
PTN_SDC2	PTN	PTN	SDC2					PMID: 28356350; PMID: 25620911	Secreted Signaling	PTN - SDC2
PTN_SDC3	PTN	PTN	SDC3					PMID: 28356350; PMID: 25620911	Secreted Signaling	PTN - SDC3
PTN_SDC4	PTN	PTN	SDC4					PMID: 28356350; PMID: 25620911	Secreted Signaling	PTN - SDC4
PTN_ITGAV_ITGB3	PTN	PTN	ITGAV_ITGB3					PMID: 28356350; PMID: 25620911	Secreted Signaling	PTN - (ITGAV+ITGB3)
PTN_NCL	PTN	PTN	NCL					PMID: 28356350; PMID: 25620911	Secreted Signaling	PTN - NCL
POSTN_ITGAV_ITGB3	PERIOSTIN	POSTN	ITGAV_ITGB3					PMID: 26721738	Secreted Signaling	POSTN - (ITGAV+ITGB3)
POSTN_ITGAV_ITGB5	PERIOSTIN	POSTN	ITGAV_ITGB5					PMID: 26721738	Secreted Signaling	POSTN - (ITGAV+ITGB5)
AGT_AGTR1B	AGT	AGT	AGTR1					KEGG: hsa04080	Secreted Signaling	AGT - AGTR1B
C3_C3AR1	COMPLEMENT	C3	C3AR1					KEGG: hsa04080	Secreted Signaling	C3 - C3AR1
C3_CR2	COMPLEMENT	C3	CR2					PMID: 16234578	Secreted Signaling	C3 - CR2
C3_ITGAM_ITGB2	COMPLEMENT	C3	ITGAM_ITGB2					PMID: 16234578	Secreted Signaling	C3 - (ITGAM+ITGB2)
C3_ITGAX_ITGB2	COMPLEMENT	C3	ITGAX_ITGB2					PMID: 16234578	Secreted Signaling	C3 - (ITGAX+ITGB2)
C4A_C3AR1	COMPLEMENT	C4A	C3AR1					PMID: 16234578	Secreted Signaling	C4A - C3AR1
C4A_CR2	COMPLEMENT	C4A	CR2					PMID: 16234578	Secreted Signaling	C4A - CR2
HC_C5AR1	COMPLEMENT	C5	C5AR1					KEGG: hsa04080	Secreted Signaling	HC - C5AR1
EDN1_EDNRA	EDN	EDN1	EDNRA					KEGG: hsa04080	Secreted Signaling	EDN1 - EDNRA
EDN2_EDNRA	EDN	EDN2	EDNRA					KEGG: hsa04080	Secreted Signaling	EDN2 - EDNRA
EDN1_EDNRB	EDN	EDN1	EDNRB					KEGG: hsa04080	Secreted Signaling	EDN1 - EDNRB
EDN2_EDNRB	EDN	EDN2	EDNRB					KEGG: hsa04080	Secreted Signaling	EDN2 - EDNRB
GAL_GALR2	GALANIN	GAL	GALR2					KEGG: hsa04080	Secreted Signaling	GAL - GALR2
POMC_MC1R	MELANOCORTIN	POMC	MC1R					KEGG: hsa04080	Secreted Signaling	POMC - MC1R
NMU_NMUR1	NMU	NMU	NMUR1					KEGG: hsa04080	Secreted Signaling	NMU - NMUR1
NTS_NTSR1	NTS	NTS	NTSR1					KEGG: hsa04080	Secreted Signaling	NTS - NTSR1
PENK_OPRL1	OPIOID	PENK	OPRL1					KEGG: hsa04080	Secreted Signaling	PENK - OPRL1
POMC_OPRL1	OPIOID	POMC	OPRL1					KEGG: hsa04080	Secreted Signaling	POMC - OPRL1
OXT_OXTR	OXT	OXT	OXTR					KEGG: hsa04080	Secreted Signaling	OXT - OXTR
CORT_SSTR2	SEMATOSTATIN	CORT	SSTR2					KEGG: hsa04080	Secreted Signaling	CORT - SSTR2
CORT_SSTR3	SEMATOSTATIN	CORT	SSTR3					KEGG: hsa04080	Secreted Signaling	CORT - SSTR3
PRSS3_F2R	PARs	PRSS3	F2R					KEGG: hsa04080	Secreted Signaling	PRSS3 - F2R
CTSG_F2R	PARs	CTSG	F2R					KEGG: hsa04080	Secreted Signaling	CTSG - F2R
GZMA_F2R	PARs	GZMA	F2R					KEGG: hsa04080	Secreted Signaling	GZMA - F2R
PRSS3_F2RL1	PARs	PRSS3	F2RL1					KEGG: hsa04080	Secreted Signaling	PRSS3 - F2RL1
CTSG_F2RL1	PARs	CTSG	F2RL1					KEGG: hsa04080	Secreted Signaling	CTSG - F2RL1
GZMA_F2RL1	PARs	GZMA	F2RL1					KEGG: hsa04080	Secreted Signaling	GZMA - F2RL1
PRSS3_F2RL2	PARs	PRSS3	F2RL2					KEGG: hsa04080	Secreted Signaling	PRSS3 - F2RL2
CTSG_F2RL2	PARs	CTSG	F2RL2					KEGG: hsa04080	Secreted Signaling	CTSG - F2RL2
GZMA_F2RL2	PARs	GZMA	F2RL2					KEGG: hsa04080	Secreted Signaling	GZMA - F2RL2
PRSS3_F2RL3	PARs	PRSS3	F2RL3					KEGG: hsa04080	Secreted Signaling	PRSS3 - F2RL3
CTSG_F2RL3	PARs	CTSG	F2RL3					KEGG: hsa04080	Secreted Signaling	CTSG - F2RL3
GZMA_F2RL3	PARs	GZMA	F2RL3					KEGG: hsa04080	Secreted Signaling	GZMA - F2RL3
PRSS3_PARD3	PARs	PRSS3	PARD3					KEGG: hsa04080	Secreted Signaling	PRSS3 - PARD3
CTSG_PARD3	PARs	CTSG	PARD3					KEGG: hsa04080	Secreted Signaling	CTSG - PARD3
GZMA_PARD3	PARs	GZMA	PARD3					KEGG: hsa04080	Secreted Signaling	GZMA - PARD3
NPPC_NPR2	NPR2	NPPC	NPR2					KEGG: hsa04080; PMID: 29934642	Secreted Signaling	NPPC - NPR2
KITL_KIT	KIT	KITLG	KIT					KEGG: hsa04080	Secreted Signaling	KITL - KIT
CGA_TSHR	TSH	CGA	TSHR					KEGG: hsa04080	Secreted Signaling	CGA - TSHR
BDNF_NTRK2	NT	BDNF	NTRK2			NGFR activation receptor		PMID: 27908981	Secreted Signaling	BDNF - NTRK2
NGF_NTRK1	NT	NGF	NTRK1			NGFR activation receptor		PMID: 27908981	Secreted Signaling	NGF - NTRK1
FLT3L_FLT3	FLT3	FLT3LG	FLT3					PMID: 25992210	Secreted Signaling	FLT3L - FLT3
HGF_MET	HGF	HGF	MET					PMID: 28475121	Secreted Signaling	HGF - MET
NTF3_NTRK1	NT	NTF3	NTRK1			NGFR activation receptor		PMID: 27908981	Secreted Signaling	NTF3 - NTRK1
NTF3_NTRK2	NT	NTF3	NTRK2			NGFR activation receptor		PMID: 27908981	Secreted Signaling	NTF3 - NTRK2
NTF3_NTRK3	NT	NTF3	NTRK3			NGFR activation receptor		PMID: 27908981	Secreted Signaling	NTF3 - NTRK3
NTF5_NTRK2	NT	NTF4	NTRK2			NGFR activation receptor		PMID: 27908981	Secreted Signaling	NTF5 - NTRK2
SEMA3A_NRP1_PLXNA1	SEMA3	SEMA3A	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3A - (NRP1+PLXNA1)
SEMA3A_NRP1_PLXNA2	SEMA3	SEMA3A	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3A - (NRP1+PLXNA2)
SEMA3A_NRP1_PLXNA3	SEMA3	SEMA3A	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3A - (NRP1+PLXNA3)
SEMA3A_NRP1_PLXNA4	SEMA3	SEMA3A	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3A - (NRP1+PLXNA4)
SEMA3B_NRP1_PLXNA1	SEMA3	SEMA3B	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP1+PLXNA1)
SEMA3B_NRP1_PLXNA2	SEMA3	SEMA3B	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP1+PLXNA2)
SEMA3B_NRP1_PLXNA3	SEMA3	SEMA3B	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP1+PLXNA3)
SEMA3B_NRP1_PLXNA4	SEMA3	SEMA3B	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP1+PLXNA4)
SEMA3C_NRP1_PLXNA1	SEMA3	SEMA3C	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP1+PLXNA1)
SEMA3C_NRP1_PLXNA2	SEMA3	SEMA3C	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP1+PLXNA2)
SEMA3C_NRP1_PLXNA3	SEMA3	SEMA3C	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP1+PLXNA3)
SEMA3C_NRP1_PLXNA4	SEMA3	SEMA3C	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP1+PLXNA4)
SEMA3D_NRP1_PLXNA1	SEMA3	SEMA3D	NRP1_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP1+PLXNA1)
SEMA3D_NRP1_PLXNA2	SEMA3	SEMA3D	NRP1_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP1+PLXNA2)
SEMA3D_NRP1_PLXNA3	SEMA3	SEMA3D	NRP1_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP1+PLXNA3)
SEMA3D_NRP1_PLXNA4	SEMA3	SEMA3D	NRP1_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP1+PLXNA4)
SEMA3B_NRP2_PLXNA1	SEMA3	SEMA3B	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP2+PLXNA1)
SEMA3B_NRP2_PLXNA2	SEMA3	SEMA3B	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP2+PLXNA2)
SEMA3B_NRP2_PLXNA3	SEMA3	SEMA3B	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP2+PLXNA3)
SEMA3B_NRP2_PLXNA4	SEMA3	SEMA3B	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3B - (NRP2+PLXNA4)
SEMA3C_NRP2_PLXNA1	SEMA3	SEMA3C	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP2+PLXNA1)
SEMA3C_NRP2_PLXNA2	SEMA3	SEMA3C	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP2+PLXNA2)
SEMA3C_NRP2_PLXNA3	SEMA3	SEMA3C	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP2+PLXNA3)
SEMA3C_NRP2_PLXNA4	SEMA3	SEMA3C	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP2+PLXNA4)
SEMA3D_NRP2_PLXNA1	SEMA3	SEMA3D	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP2+PLXNA1)
SEMA3D_NRP2_PLXNA2	SEMA3	SEMA3D	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP2+PLXNA2)
SEMA3D_NRP2_PLXNA3	SEMA3	SEMA3D	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP2+PLXNA3)
SEMA3D_NRP2_PLXNA4	SEMA3	SEMA3D	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3D - (NRP2+PLXNA4)
SEMA3F_NRP2_PLXNA1	SEMA3	SEMA3F	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3F - (NRP2+PLXNA1)
SEMA3F_NRP2_PLXNA2	SEMA3	SEMA3F	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3F - (NRP2+PLXNA2)
SEMA3F_NRP2_PLXNA3	SEMA3	SEMA3F	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3F - (NRP2+PLXNA3)
SEMA3F_NRP2_PLXNA4	SEMA3	SEMA3F	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3F - (NRP2+PLXNA4)
SEMA3G_NRP2_PLXNA1	SEMA3	SEMA3G	NRP2_PLXNA1					PMID: 27533782	Secreted Signaling	SEMA3G - (NRP2+PLXNA1)
SEMA3G_NRP2_PLXNA2	SEMA3	SEMA3G	NRP2_PLXNA2					PMID: 27533782	Secreted Signaling	SEMA3G - (NRP2+PLXNA2)
SEMA3G_NRP2_PLXNA3	SEMA3	SEMA3G	NRP2_PLXNA3					PMID: 27533782	Secreted Signaling	SEMA3G - (NRP2+PLXNA3)
SEMA3G_NRP2_PLXNA4	SEMA3	SEMA3G	NRP2_PLXNA4					PMID: 27533782	Secreted Signaling	SEMA3G - (NRP2+PLXNA4)
SEMA3C_NRP1_NRP2	SEMA3	SEMA3C	NRP1_NRP2					PMID: 27533782	Secreted Signaling	SEMA3C - (NRP1+NRP2)
SEMA3C_PLXND1	SEMA3	SEMA3C	PLXND1					PMID: 27533782	Secreted Signaling	SEMA3C - PLXND1
SEMA3E_PLXND1	SEMA3	SEMA3E	PLXND1					PMID: 22325954	Secreted Signaling	SEMA3E - PLXND1
ADM_CALCRL	CALCR	ADM	CALCRL					KEGG: hsa04080	Secreted Signaling	ADM - CALCRL
ANXA1_FPR2	ANNEXIN	ANXA1	FPR2					PMID: 23230437	Secreted Signaling	ANXA1 - FPR2
ANXA1_FPR1	ANNEXIN	ANXA1	FPR1					PMID: 23230437	Secreted Signaling	ANXA1 - FPR1
APELA_APLNR	APJ	APELA	APLNR					PMID: 25995451	Secreted Signaling	APELA - APLNR
CALCB_CALCRL	CALCR	CALCB	CALCRL					KEGG: hsa04080	Secreted Signaling	CALCB - CALCRL
GAS6_AXL	GAS	GAS6	AXL					PMID: 27801848	Secreted Signaling	GAS6 - AXL
GAS6_MERTK	GAS	GAS6	MERTK					PMID: 27801848	Secreted Signaling	GAS6 - MERTK
GAS6_TYRO3	GAS	GAS6	TYRO3					PMID: 27801848	Secreted Signaling	GAS6 - TYRO3
GRN_SORT1	GRN	GRN	SORT1					PMID: 29555433	Secreted Signaling	GRN - SORT1
INSL3_RXFP1	RLN	INSL3	RXFP1					KEGG: hsa04080	Secreted Signaling	INSL3 - RXFP1
LGALS9_CD45	GALECTIN	LGALS9	PTPRC					PMID: 30120235	Secreted Signaling	LGALS9 - CD45
PMCH_MERTK	PMCH	PMCH	MERTK					PMID: 30501104	Secreted Signaling	PMCH - MERTK
PROS1_AXL	PROS	PROS1	AXL					PMID: 29531161	Secreted Signaling	PROS1 - AXL
PROS1_TYRO3	PROS	PROS1	TYRO3					PMID: 30501104	Secreted Signaling	PROS1 - TYRO3
PSAP_GPR37	PSAP	PSAP	GPR37					PMID: 23690594	Secreted Signaling	PSAP - GPR37
PTHLH_PTH1R	PTH	PTHLH	PTH1R					PMID: 29577935	Secreted Signaling	PTHLH - PTH1R
RARRES2_GPR1	CHEMERIN	RARRES2	GPR1					PMID: 24671882	Secreted Signaling	RARRES2 - GPR1
RARRES2_CMKLR1	CHEMERIN	RARRES2	CMKLR1					PMID: 24671882	Secreted Signaling	RARRES2 - CMKLR1
RLN1_RXFP1	RLN	RLN1	RXFP1					KEGG: hsa04080	Secreted Signaling	RLN1 - RXFP1
SAA1_FPR2	SAA	SAA1	FPR2					PMID: 22610094	Secreted Signaling	SAA1 - FPR2
SLURP1_CHRNB1	SLURP	SLURP1	CHRNB1					KEGG: hsa04080	Secreted Signaling	SLURP1 - CHRNB1
SLURP1_CHRNB4	SLURP	SLURP1	CHRNB4					KEGG: hsa04080	Secreted Signaling	SLURP1 - CHRNB4
SLURP1_CHRNA1	SLURP	SLURP1	CHRNA1					KEGG: hsa04080	Secreted Signaling	SLURP1 - CHRNA1
SLURP1_CHRNA5	SLURP	SLURP1	CHRNA5					KEGG: hsa04080	Secreted Signaling	SLURP1 - CHRNA5
SLURP1_CHRNA6	SLURP	SLURP1	CHRNA6					KEGG: hsa04080	Secreted Signaling	SLURP1 - CHRNA6
SLURP1_CHRNA10	SLURP	SLURP1	CHRNA10					KEGG: hsa04080	Secreted Signaling	SLURP1 - CHRNA10
SLURP1_CHRNE	SLURP	SLURP1	CHRNE					KEGG: hsa04080	Secreted Signaling	SLURP1 - CHRNE
SLURP1_CHRNA7	SLURP	SLURP1	CHRNA7					KEGG: hsa04080; PMID: 29545933;	Secreted Signaling	SLURP1 - CHRNA7
BTLA_TNFRSF14	BTLA	BTLA	TNFRSF14					PMID: 21941365	Secreted Signaling	BTLA - TNFRSF14
UCN2_CRHR1	UCN	UCN2	CRHR1					KEGG: hsa04080	Secreted Signaling	UCN2 - CRHR1
BAG6_NCR3-PS	BAG	BAG6	NCR3					PMID: 30021652	Secreted Signaling	BAG6 - NCR3-PS
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2					PMID: 27192565	Secreted Signaling	LGALS9 - HAVCR2
LGALS9_CD44	GALECTIN	LGALS9	CD44					PMID: 25065622	Secreted Signaling	LGALS9 - CD44
COL1A1_ITGA1_ITGB1	COLLAGEN	COL1A1	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL1A1 - (ITGA1+ITGB1)
COL1A2_ITGA1_ITGB1	COLLAGEN	COL1A2	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL1A2 - (ITGA1+ITGB1)
COL2A1_ITGA1_ITGB1	COLLAGEN	COL2A1	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL2A1 - (ITGA1+ITGB1)
COL4A1_ITGA1_ITGB1	COLLAGEN	COL4A1	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A1 - (ITGA1+ITGB1)
COL4A2_ITGA1_ITGB1	COLLAGEN	COL4A2	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A2 - (ITGA1+ITGB1)
COL4A3_ITGA1_ITGB1	COLLAGEN	COL4A3	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A3 - (ITGA1+ITGB1)
COL4A4_ITGA1_ITGB1	COLLAGEN	COL4A4	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A4 - (ITGA1+ITGB1)
COL4A5_ITGA1_ITGB1	COLLAGEN	COL4A5	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A5 - (ITGA1+ITGB1)
COL4A6_ITGA1_ITGB1	COLLAGEN	COL4A6	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A6 - (ITGA1+ITGB1)
COL6A1_ITGA1_ITGB1	COLLAGEN	COL6A1	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A1 - (ITGA1+ITGB1)
COL6A2_ITGA1_ITGB1	COLLAGEN	COL6A2	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A2 - (ITGA1+ITGB1)
COL6A3_ITGA1_ITGB1	COLLAGEN	COL6A3	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A3 - (ITGA1+ITGB1)
COL6A5_ITGA1_ITGB1	COLLAGEN	COL6A5	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A5 - (ITGA1+ITGB1)
COL6A6_ITGA1_ITGB1	COLLAGEN	COL6A6	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A6 - (ITGA1+ITGB1)
COL9A1_ITGA1_ITGB1	COLLAGEN	COL9A1	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL9A1 - (ITGA1+ITGB1)
COL9A2_ITGA1_ITGB1	COLLAGEN	COL9A2	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL9A2 - (ITGA1+ITGB1)
COL9A3_ITGA1_ITGB1	COLLAGEN	COL9A3	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	COL9A3 - (ITGA1+ITGB1)
COL1A1_ITGA2_ITGB1	COLLAGEN	COL1A1	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL1A1 - (ITGA2+ITGB1)
COL1A2_ITGA2_ITGB1	COLLAGEN	COL1A2	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL1A2 - (ITGA2+ITGB1)
COL2A1_ITGA2_ITGB1	COLLAGEN	COL2A1	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL2A1 - (ITGA2+ITGB1)
COL4A1_ITGA2_ITGB1	COLLAGEN	COL4A1	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A1 - (ITGA2+ITGB1)
COL4A2_ITGA2_ITGB1	COLLAGEN	COL4A2	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A2 - (ITGA2+ITGB1)
COL4A3_ITGA2_ITGB1	COLLAGEN	COL4A3	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A3 - (ITGA2+ITGB1)
COL4A4_ITGA2_ITGB1	COLLAGEN	COL4A4	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A4 - (ITGA2+ITGB1)
COL4A5_ITGA2_ITGB1	COLLAGEN	COL4A5	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A5 - (ITGA2+ITGB1)
COL4A6_ITGA2_ITGB1	COLLAGEN	COL4A6	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL4A6 - (ITGA2+ITGB1)
COL6A1_ITGA2_ITGB1	COLLAGEN	COL6A1	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A1 - (ITGA2+ITGB1)
COL6A2_ITGA2_ITGB1	COLLAGEN	COL6A2	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A2 - (ITGA2+ITGB1)
COL6A3_ITGA2_ITGB1	COLLAGEN	COL6A3	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A3 - (ITGA2+ITGB1)
COL6A5_ITGA2_ITGB1	COLLAGEN	COL6A5	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A5 - (ITGA2+ITGB1)
COL6A6_ITGA2_ITGB1	COLLAGEN	COL6A6	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL6A6 - (ITGA2+ITGB1)
COL9A1_ITGA2_ITGB1	COLLAGEN	COL9A1	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL9A1 - (ITGA2+ITGB1)
COL9A2_ITGA2_ITGB1	COLLAGEN	COL9A2	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL9A2 - (ITGA2+ITGB1)
COL9A3_ITGA2_ITGB1	COLLAGEN	COL9A3	ITGA2_ITGB1					KEGG: hsa04512	ECM-Receptor	COL9A3 - (ITGA2+ITGB1)
FN1_ITGA3_ITGB1	FN1	FN1	ITGA3_ITGB1					KEGG: hsa04512	ECM-Receptor	FN1 - (ITGA3+ITGB1)
FN1_ITGA4_ITGB1	FN1	FN1	ITGA4_ITGB1					KEGG: hsa04512	ECM-Receptor	FN1 - (ITGA4+ITGB1)
FN1_ITGA5_ITGB1	FN1	FN1	ITGA5_ITGB1					KEGG: hsa04512	ECM-Receptor	FN1 - (ITGA5+ITGB1)
FN1_ITGA8_ITGB1	FN1	FN1	ITGA8_ITGB1					KEGG: hsa04512	ECM-Receptor	FN1 - (ITGA8+ITGB1)
LAMA1_ITGA1_ITGB1	LAMININ	LAMA1	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	LAMA1 - (ITGA1+ITGB1)
LAMA2_ITGA1_ITGB1	LAMININ	LAMA2	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	LAMA2 - (ITGA1+ITGB1)
LAMA3_ITGA1_ITGB1	LAMININ	LAMA3	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	LAMA3 - (ITGA1+ITGB1)
LAMA4_ITGA1_ITGB1	LAMININ	LAMA4	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	LAMA4 - (ITGA1+ITGB1)
LAMA5_ITGA1_ITGB1	LAMININ	LAMA5	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	LAMA5 - (ITGA1+ITGB1)
LAMB1_ITGA1_ITGB1	LAMININ	LAMB1	ITGA1_ITGB1					KEGG: hsa04512	ECM-Receptor	LAMB1 - (ITGA1+ITGB1)
