"CD4Tconv"	"Fibroblasts"	"Mono/Macro"	"Malignant"	"Plasma"	"Pericytes"	"CD8Tex"	"DC"	"Tprolif"	"B"	"Mast"	"Endothelial"	"Treg"
"RPL19"	0.44	-0.35	-0.53	-0.27	-1.4	-0.32	0	0	-0.46	0.3	0	0	0
"RPL36AL"	0.44	-0.33	-0.32	-0.53	-0.49	-0.27	0.34	0	0	0	0.51	-0.26	0.31
"ELOVL5"	0.44	-0.26	-0.32	-0.47	-0.66	0	0.28	0	0	0.26	0.39	0	0.47
"SMAP2"	0.44	-0.42	0	-0.41	0	-0.31	0	0	0	0.7	0	-0.42	0.46
"NFATC2"	0.44	-0.28	-0.32	-0.44	-0.35	0	0.5	0	0	0	0	0	0
"RHOF"	0.43	-0.57	-0.29	-0.37	-0.51	-0.55	0.37	0.5	0.35	0	0	-0.52	0.6
"EEF1D"	0.43	-0.26	-0.61	-0.46	-0.82	0	0	-0.27	0	0.29	0	-0.26	0
"SOCS1"	0.43	-0.52	-0.39	-0.43	-0.62	-0.25	0.28	0.33	0	0.67	1.28	-0.52	0.38
"RNF149"	0.43	-0.3	0.44	-0.36	-0.63	-0.38	0.3	0	0	-0.5	0	-0.42	0
"ARID4B"	0.43	-0.32	-0.33	-0.3	-0.76	0	0.32	0	0	0.32	0	0	0.37
"PDE3B"	0.43	-0.34	-0.31	-0.32	-0.37	-0.35	0.35	-0.28	0.42	-0.36	0	-0.35	0
"SF1"	0.43	-0.31	-0.41	0	-0.86	0	0	0	0	0.54	0	0	0
"RPL23A"	0.43	-0.43	-0.69	0	-1.32	-0.45	0.3	0	0	0.7	-0.37	-0.33	0
"EVI2B"	0.43	-0.43	0	-0.41	0	-0.4	0.25	0	0	0.32	0	-0.39	0
"RPL17"	0.43	-0.32	-0.62	-0.39	-1.15	-0.35	0	0	-0.34	0.58	0	-0.26	0
"ZC3HAV1"	0.43	-0.47	0	-0.42	-0.67	-0.36	0.36	0	0	0	0	-0.31	0.41
"RPS10"	0.43	-0.39	-0.6	0.34	-1.31	-0.48	0	0	-0.42	0.7	0	-0.29	0
"LIME1"	0.43	-0.26	0	0	0.36	0	0.34	0	0	0	0	0	0
"GLIPR1"	0.43	-0.59	0.28	-0.59	-0.52	0	0.33	0	0	0.32	-0.68	-0.69	0.27
"MBNL1"	0.43	-0.5	0	-0.34	-0.88	-0.29	0.32	0	0.28	0	0	0	0.4
"ARL4C"	0.43	-0.61	0.59	-0.58	-0.67	-0.64	0.44	0.4	0	-0.47	-0.6	-0.37	0
"SRSF7"	0.43	-0.7	-0.59	-0.38	-1.06	-0.57	0.5	0	0.59	0	0	-0.45	0.5
"EPC1"	0.42	-0.29	-0.41	-0.32	-0.69	0	0.3	0	0.33	0	0	-0.27	0.45
"RPS16"	0.42	-0.35	-0.4	0.28	-1.31	-0.29	0	0	0	0.51	-0.62	-0.32	0
"ITGA4"	0.42	-0.42	0	-0.52	-0.42	0	0.34	0	0.27	0	0	-0.51	0.41
"RGS1"	0.42	-1.73	0.6	-1.68	-0.32	-1.66	0.82	0.51	1.05	0.3	0.55	-1.66	0.76
"TNFRSF1B"	0.42	-0.95	0.41	-0.92	-0.92	-0.89	0.47	0	0.35	-0.86	-0.84	-0.61	1.28
"ARID5B"	0.42	-0.97	-0.53	-0.59	-0.64	0	0	-0.71	0	0	-1.01	-0.34	0.6
"DNAJA1"	0.42	-0.31	-0.33	-0.73	-1.26	0	0.26	0	0.34	0	0	-0.42	0.43
"LINC00861"	0.42	0	0	0	0	0	0.27	0	0	0	0	0	0.3
"CMTM7"	0.42	-0.26	0	-0.28	0	0	0	0	0	0	0	0	0.51
"CIB1"	0.41	-0.32	0	-0.64	-0.93	-0.3	0.26	0	0	-0.26	-0.38	-0.34	0.31
"RPL26"	0.41	-0.37	-0.5	-0.43	-1.43	-0.4	0	0	-0.31	0.6	0	0	0
"LCP1"	0.41	-1.19	0.51	-1.13	-1.06	-1.14	0.68	0.82	0.64	1.14	0	-1.12	0.52
"EVI2A"	0.41	-0.25	0	-0.31	0	-0.3	0.34	0	0	0	0	-0.3	0.38
"SLC38A1"	0.41	-0.56	-0.54	0	-0.47	-0.54	0.36	0	0	0.42	-0.45	-0.42	0
"CARD16"	0.41	-0.78	0.53	-0.76	-0.81	-0.67	0.44	0	0.3	-0.68	0	0	1.16
"GPBP1"	0.41	-0.4	-0.26	-0.39	-0.63	-0.28	0.34	0	0.27	0.29	0.32	-0.32	0.43
"BCL11B"	0.41	0	0	0	0	0	0	0	0	0	0	0	0
"FNBP1"	0.41	-0.46	0	-0.48	-0.47	-0.37	0.26	0.58	0.26	0.72	0	-0.53	0.43
"HCST"	0.41	-1.2	0.51	-1.15	-1.09	-1.15	0.71	0	0.45	-0.62	0	-1.13	0.34
"DENND2D"	0.41	-0.32	0	0	-0.28	-0.3	0.34	0	0	0	0	0	0.32
"RPL36"	0.41	-0.29	-0.49	-0.26	-1.38	-0.55	0	0	-0.37	0.51	0	0	0
"SH3KBP1"	0.41	-0.37	0	-0.52	-0.53	0	0.38	0	0.36	0.42	0	-0.35	0.62
"CD40LG"	0.41	0	0	0	0	0	0	0	0	0	0	0	0
"MAL"	0.41	0	0	0	0	0	0	0	0	0	0	0	0
"GIMAP1"	0.41	-0.25	0	0	0	0	0.27	0	0	0	0	0.47	0
"IL10RA"	0.41	-0.5	0.44	-0.49	0	-0.47	0.37	0.39	0	0	-0.34	-0.48	0.5
"KIAA1551"	0.41	-0.43	0	-0.25	-0.43	-0.34	0.39	-0.29	0.29	0.29	-0.33	0	0
"RPS23"	0.4	-0.26	-0.55	-0.61	-1.49	-0.26	0	0.28	-0.43	0.33	0	0	0
"CXCR3"	0.4	-0.35	-0.33	-0.34	-0.25	-0.33	0.44	0	0.47	-0.28	-0.32	-0.33	0.59
"TBC1D10C"	0.4	-0.46	-0.36	-0.43	-0.37	-0.43	0.37	-0.29	0.43	0	0	-0.42	0.52
"RNF213"	0.4	-0.44	0	-0.32	-0.7	-0.4	0.4	0	0.28	-0.62	-0.3	0	0.73
"NOP58"	0.4	-0.5	-0.57	-0.26	-0.6	-0.41	0.38	0	0.29	0.26	0	-0.26	0.55
"JAK1"	0.4	-0.27	-0.47	-0.59	-0.87	0	0.29	0	0	0.38	-0.44	0	0.69
"RCAN3"	0.4	-0.28	0	0	-0.26	-0.25	0	0	0	0	0	0	0.38
"TOMM7"	0.4	-0.36	-0.36	0	-1.07	0	0	0	-0.25	-0.35	0	-0.32	0
"RPLP1"	0.4	-0.31	-0.67	0.28	-0.98	-0.48	0	0	0	0.41	0	-0.4	0
"GSTK1"	0.4	-0.37	0	-0.33	-0.62	0	0.25	0	0	0	0	0	0.35
"CCDC109B"	0.4	0	0	-0.3	-0.43	-0.34	0	0	0	0.42	-0.44	0	0
"CHD1"	0.4	-0.48	0.26	-0.44	-0.68	0	0.26	0	0	-0.28	0	0	0.3
"RABGAP1L"	0.39	-0.33	-0.29	-0.28	-0.36	-0.31	0.28	0	0	0.57	0	-0.26	0.3
"HSP90AA1"	0.39	-0.42	0.27	-0.65	-0.7	-0.26	0.31	0	0.68	-0.4	0	-0.45	0.3
"RPS13"	0.39	0.37	-0.35	-0.51	-1.27	0	-0.26	0	-0.49	0.32	0	0	0
"HLA-C"	0.39	-0.64	0	-0.89	-0.33	0	0.33	0	0.48	-0.78	0	0	0.65
"COMMD6"	0.39	0.3	-0.31	-0.38	-1.15	0	0	0	0	0.33	0	-0.3	0
"RPL5"	0.39	-0.31	-0.8	-0.36	-1.12	0	-0.31	0	-0.55	0.29	0.31	0	0
"IL27RA"	0.39	-0.3	0	-0.27	-0.29	-0.32	0.25	0	0	0	0	0	0.3
"GBP5"	0.39	-0.37	0	-0.51	-0.55	-0.53	0.49	-0.43	0.54	-0.57	-0.56	-0.56	0.95
"TRAF1"	0.39	-0.56	0.48	-0.56	-0.51	-0.51	0.28	0.93	0.32	-0.31	0.46	-0.51	0.59
"TNFAIP8"	0.39	-0.48	0.49	-0.43	-0.54	-0.42	0	0.7	0	0	0.69	-0.44	0.3
"BIN2"	0.39	-0.38	0	-0.36	0	-0.36	0.27	0	0.28	0	0	-0.35	0.4
"RPS4Y1"	0.38	-0.38	-0.44	-0.55	-1.13	0	0	0	0	0.39	0.55	0	0
"RPL29"	0.38	-0.25	-0.55	-0.33	-1.13	0	0	0	-0.29	0.61	0	0	0
"SC5D"	0.38	0	0	0	-0.29	0	0	0	0	0.33	0	0	0
"RAP1A"	0.38	0	0	-0.34	-0.59	0	0	0	0	0.28	0	0	0.51
"PDCL3"	0.38	-0.36	-0.27	-0.29	-0.55	0	0.25	0	0.45	-0.27	0	-0.27	0.34
"IL2RB"	0.38	-0.69	-0.66	-0.66	-0.65	-0.6	0.6	-0.57	0.41	-0.6	-0.6	-0.65	0.99
"CYLD"	0.38	-0.25	0	-0.25	-0.38	-0.25	0.33	0	0	0	0.26	0	0.27
"DEF6"	0.38	-0.54	-0.32	-0.31	-0.38	-0.51	0.38	0	0.47	0	0	-0.46	0.58
"CYTH1"	0.38	-0.38	0.26	-0.3	-0.41	-0.41	0	0.31	0	0	0	0.39	0
"CD53"	0.38	-0.85	0.51	-0.81	-0.59	-0.81	0.26	0	0	1.13	0	-0.8	0.48
"RPL18"	0.38	-0.3	-0.63	0.28	-1.11	-0.31	0	0	-0.28	0.65	0	0	0
"PDE4D"	0.38	-0.4	-0.54	-0.51	-0.57	-0.54	0.36	-0.51	0.38	0	-0.35	0	0.39
"IKZF3"	0.37	-0.41	-0.39	-0.38	-0.26	-0.39	0.48	-0.34	0.42	0	0	-0.38	0
"RPL6"	0.37	-0.31	-0.69	0.51	-1.08	-0.28	0	0	-0.29	0.37	0	0	0
"RPL37"	0.37	-0.43	-0.5	0.37	-1.59	-0.62	0	0	-0.35	0.56	0	-0.3	0
"CHD2"	0.37	-0.39	0	-0.32	-0.43	-0.35	0.26	0	0	-0.34	0	-0.25	0
"TRAC"	0.37	-0.3	-0.48	-0.48	-0.46	-0.44	0.59	-0.4	0.58	0	-0.45	-0.44	0.58
"RPS15"	0.37	-0.37	-0.51	0.36	-1.2	-0.39	0	0	0	0.5	0	0	0
"ICAM2"	0.37	-0.38	0	-0.37	0	0	0	0	0	0	0	0.8	0
"HSPE1"	0.37	-0.7	0	-0.42	-0.97	-0.69	0.49	0	0.46	0	0	-0.52	0.41
"USP15"	0.37	-0.37	0	-0.33	-0.48	-0.26	0.27	0	0	0	0.32	0	0.45
"AKNA"	0.37	-0.42	0	-0.42	-0.41	-0.36	0.56	0	0	0	0.25	-0.38	0.34
"NR4A2"	0.37	-0.91	0.55	-0.86	-1.28	0	0.54	0.32	0.26	-0.99	0.75	-1.05	-0.4
"ARHGAP9"	0.37	-0.58	-0.34	-0.55	-0.49	-0.54	0.4	0	0.46	0	-0.31	-0.54	0.43
"FBLN7"	0.36	0	0	0	0	0	0	0	0	0	0	0	0.39
"USP36"	0.36	-0.3	0	-0.28	-0.37	-0.27	0	0	0	0.5	0	0	0
"RPS18"	0.36	-0.31	-0.75	0.38	-1.43	-0.46	-0.33	0	-0.5	0.68	-0.28	0	0
"RPL4"	0.36	-0.32	-0.48	0.28	-1.06	-0.33	0	0	-0.27	0.38	0	0	0
"RPS26"	0.36	-0.47	-0.49	-0.35	-1.14	-0.33	0.29	0	0	0	0	0	0.55
"COTL1"	0.36	-0.82	0.66	-1.24	-1.61	-1.11	0.95	1.11	0.84	0.5	0	-0.35	0.43
"P2RY8"	0.36	0	0	0	0	0	0	0	0	0.58	0	0	0
"DUSP16"	0.36	-0.29	-0.26	-0.25	-0.3	-0.26	0.39	0	0	-0.3	0	0	0.71
"RELB"	0.36	-0.38	0	-0.36	-0.55	0	0.33	0.37	0	0.46	0.6	0	0.3
"IL21R"	0.36	-0.44	-0.27	-0.42	-0.35	-0.41	0.44	0	0.43	0	-0.38	-0.41	0.9
"ARHGAP4"	0.36	-0.41	0	-0.38	-0.33	-0.38	0.3	0	0	0.29	0	0	0.4
"OCIAD2"	0.36	-0.49	-0.73	0.28	-0.59	-0.7	0.25	-0.55	0	0	-0.37	0	0.35
"S1PR1"	0.36	-0.28	-0.25	-0.28	-0.27	-0.27	-0.26	0	0	0.3	0	0.62	0
"RPL38"	0.36	-0.37	0	0.34	-1.26	-0.42	0	0	-0.27	-0.31	0	0	0
"KMT2E"	0.36	-0.48	-0.39	-0.3	-0.86	-0.27	0.29	-0.26	0	0.25	0.42	0	0.35
"LPXN"	0.36	-0.54	0	-0.56	-0.31	-0.53	0.4	0	0.36	0.52	0.29	-0.5	0.65
"AES"	0.36	0	-0.34	-0.29	-0.67	0	0.25	-0.29	0	0	-0.32	0	0
"TBC1D4"	0.35	-0.27	-0.3	-0.26	-0.32	-0.26	0	0.61	0	-0.33	0	0	0.91
"GCC2"	0.35	0	-0.31	-0.26	-0.43	0	0.27	0	0	0.26	0	0	0
"CELF2"	0.35	-0.42	0	-0.66	-0.6	-0.59	0.29	0	0.36	-0.49	0.38	-0.5	0.36
"TNFRSF18"	0.35	-1.08	-1	-0.72	-0.94	-1.04	0.79	-0.59	0.5	-0.97	0	-0.9	1.85
"TNFRSF14"	0.35	-0.39	0.26	-0.33	-0.35	0	0	0	0	0.27	0	0	0.4
"RGS10"	0.35	-0.32	0.64	-0.53	-0.86	-0.46	0.3	0.72	0.25	-0.51	0.97	-0.73	0.55
"TMEM2"	0.35	-0.37	-0.29	-0.28	-0.58	-0.27	0.25	-0.41	0	-0.42	-0.49	0.33	0
"RPL18A"	0.35	-0.25	-0.72	-0.28	-1.13	-0.29	0	0	-0.44	0.27	0	0	0
"ISCA1"	0.35	0.37	-0.35	-0.26	-0.43	0	0.29	-0.3	0	0	0	0	0
"IQGAP2"	0.35	0.34	0.29	0	0	0	0	0	0	0	0	0	0
"PIM1"	0.35	-0.35	0	-0.32	-0.26	-0.28	0.29	0	0.39	0.42	0	-0.46	0.35
"RPL13A"	0.35	-0.42	-0.59	0.34	-1.47	-0.33	0	0	-0.37	0.64	0	-0.26	0
"TRAF3IP3"	0.35	-0.4	0	-0.38	-0.33	-0.38	0.47	0	0.39	0	0	-0.37	0.47
"DNAJB6"	0.35	-0.58	0	-0.28	-1.04	-0.54	0.48	0	0	0.26	0	-0.38	0.32
"HBP1"	0.35	-0.33	-0.4	-0.38	-0.48	0	0	0	0	0	0	0	0.37
"RPS19"	0.35	-0.45	-0.46	0.26	-1.35	-0.62	0.25	0	0	0.4	-0.33	-0.32	0
"MAF"	0.35	-0.29	0	-0.27	-0.3	0	0	0	0	-0.29	-0.25	-0.26	0.51
"HERPUD2"	0.35	-0.31	0	-0.26	-0.36	0	0.38	0	0	0	0	0	0
"TLK1"	0.34	0	-0.28	0	-0.29	0	0	0	0	0	0	0	0.4
"TNFSF8"	0.34	0	0	0	0	0	0	0	0	0	0	0	0
"S100A4"	0.34	-0.32	0.36	-1.97	-2.21	0	0.7	0	0	-2.19	0.56	-1.92	1.23
"S1PR4"	0.34	0	0	0	0	0	0.29	0	0	0	0	0	0
"CCND3"	0.34	-0.29	-0.3	-0.37	-0.59	0	0.39	0	0.37	0.38	0	0	0
"R3HDM4"	0.34	-0.27	0	-0.31	-0.43	0	0	0	0	0.28	0	0	0.27
"WAS"	0.34	-0.6	0.35	-0.57	-0.44	-0.56	0.44	0.28	0.44	0.54	0	-0.56	0.42
"ARAP2"	0.34	-0.3	0	0	-0.29	-0.28	0.29	0	0	0	-0.26	0	0
"TOX2"	0.34	0	0	0	0	0	0	0	0.25	0	0	0	0.37
"AKAP13"	0.34	-0.34	0	-0.39	-0.86	-0.34	0.42	0.39	0	0	1.09	0.25	0.29
"UBA52"	0.34	-0.35	0	-0.56	-1.4	-0.35	0	0	0	0.49	0	0	0
"AAK1"	0.34	0	0	0	-0.31	0	0.26	0	0	-0.3	0	0	0.26
"IL2RA"	0.34	-0.52	-0.28	-0.5	-0.49	-0.49	0.68	0	0.34	-0.43	-0.39	-0.49	1.69
"DAZAP2"	0.34	-0.27	0	-0.28	-1.07	0	0.28	0	0	0	0	-0.34	0.34
"ITGB2"	0.34	-0.87	1.36	-0.85	-0.78	-0.85	0.34	0.63	0	0	-0.5	-0.84	0.51
"GTF2B"	0.34	-0.43	0	-0.25	-0.54	0	0.31	0	0	0.26	0	-0.43	0.26
"PARP8"	0.34	-0.29	-0.29	-0.29	-0.35	0	0.48	-0.26	0	0	0	-0.35	0
"RASSF5"	0.33	-0.55	0	-0.34	-0.46	-0.52	0.29	0.47	0.28	0	0.86	-0.49	0.62
"GNB2L1"	0.33	0	-0.47	-0.47	-1.25	0	0	0	-0.32	0.32	0.27	0	0
"CSRNP1"	0.33	-0.33	0	-0.42	-0.74	0	0	0	0	-0.27	0.39	0	0
"SNRPN"	0.33	-0.3	-0.34	-0.38	-0.26	0	0	-0.3	0	0	0	-0.26	0.28
"OXNAD1"	0.33	-0.34	-0.33	-0.31	-0.33	-0.31	0.43	-0.27	0.42	-0.3	0	-0.3	0.43
"THEM4"	0.33	0	0	0	0	0	0	0	0	0	0	0	0.32
"RNASET2"	0.33	-0.61	0.95	-0.3	-0.26	-0.59	0	0.33	-0.41	0.66	0	-0.67	0
"DDX6"	0.32	-0.33	-0.28	-0.27	-0.45	0	0.33	0	0	0.45	0	0	0.32
"INPP4B"	0.32	0	0	0	0	0.44	0	0	0	0	0	0	0
"EIF3F"	0.32	0	-0.38	-0.48	-0.9	0	0	0	0	0.47	0	0	0
"SF3A1"	0.32	-0.27	-0.26	0	-0.5	0	0.27	0	0	0	0	0	0
"LBH"	0.32	-0.35	-0.75	-0.34	-0.76	0.69	0.25	-0.65	0	-0.28	-0.57	0	0.35
"PPP1R16B"	0.32	-0.33	-0.3	-0.32	-0.3	-0.31	0.4	0	0	0	0	0	0.34
"RSBN1"	0.32	0	0	0	-0.33	0	0	0	0	0	0	0	0
"RPL41"	0.32	-0.33	-0.38	0.33	-1.07	-0.32	0	0	0	0.4	0	-0.26	0
"KCNA3"	0.32	0	0	0	0	0	0	0	0	0	0	0	0
"STAT3"	0.32	-0.38	-0.27	-0.35	-0.92	0	0.39	0	0	-0.33	0.29	0.3	0.47
"CYFIP2"	0.32	-0.36	-0.33	-0.34	-0.32	0	0.32	0	0.36	0.25	0	-0.33	0.38
"YWHAB"	0.32	-0.3	-0.26	0	-1.32	0	0	0	0	0.66	-0.45	0	0.46
"HLA-F"	0.32	-0.27	0	-0.52	-0.6	0	0.36	0	0.31	-0.41	0	0	0.51
"MPZL3"	0.32	0	0	0	0	0	0.28	0	0	0	0	0	0
"NDUFV2"	0.32	-0.33	-0.28	0	-0.7	0	0.31	0	0	-0.4	-0.39	-0.26	0.58
"HERC1"	0.32	0	0	-0.27	-0.29	0	0	0	0	0	0.4	0	0
"RBL2"	0.32	0	-0.26	0	-0.36	0	0.29	0	0	0	0	0	0
"CDC14A"	0.32	0	0	0	0	0	0	0	0	0	0	0	0
"TERF2IP"	0.32	-0.28	-0.52	-0.37	-0.67	0	0.26	-0.31	0.27	0.76	0	0	0.48
"NSMCE3"	0.32	0.31	0	0	0	0	0	0	0	0.37	0	0	0
"WHSC1L1"	0.32	-0.33	-0.47	-0.26	-0.54	0	0.26	-0.3	0.28	0.27	0	-0.26	0.37
"UBE2D3"	0.32	-0.28	0	-0.29	-1.04	0	0.29	0	0	0	0	0	0.46
"TBCC"	0.31	0	-0.26	0	-0.27	0	0.27	0	0	0	0	0	0
"SUSD3"	0.31	-0.3	0	-0.29	0	-0.29	0.35	0	0.41	0.55	0	-0.29	0.39
"PHF1"	0.31	0	-0.27	-0.27	0	0	0	0	0	0.41	0	0	0
"LEF1"	0.31	0	0	0	0	0	0	0	0	0	0	0.31	0
"CALM1"	0.31	-0.33	0	-0.34	-1.42	0	0.28	-0.31	0	0	-0.28	0.51	0
"RASAL3"	0.31	-0.37	-0.25	-0.36	-0.33	-0.35	0.32	0	0.39	0	0	0	0.31
"CIRBP"	0.31	0.29	-0.49	-0.44	-0.65	0	0	0	0	0.52	0.28	-0.34	0.31
"DDX3X"	0.31	-0.29	0.25	-0.33	-0.69	0	0.26	0	0	0.27	0.38	0.32	0
"PFDN5"	0.31	-0.26	0.28	-0.32	-1.07	0	0	0	-0.38	-0.31	0	0	0
"SH3TC1"	0.31	0.51	0	0	0	0	0	0	0	0.29	0.27	0	0
"COX7C"	0.31	-0.25	0	-0.27	-0.91	0	0	0	0	0	0	0	0.31
"EEF1G"	0.31	-0.27	-0.56	0.31	-0.93	0	-0.26	0	-0.41	0.7	0	0	0
"RPL10A"	0.31	-0.26	-0.72	0.37	-1.42	0	0	0	-0.38	0.61	-0.25	0	0
"RPS8"	0.31	-0.29	-0.68	0.36	-1.16	0	-0.35	0	-0.62	0.31	0	0	0
"PITPNC1"	0.31	0	0	0	-0.26	0	0.31	0	0	0	0	0.34	0
"JUNB"	0.31	0.81	-0.46	-0.59	-1.33	0.59	-0.61	-0.33	-0.46	-1.13	0	0.48	-0.42
"RPL27A"	0.31	-0.27	-0.28	0.26	-1.1	-0.41	0	0	-0.28	0.56	-0.45	0	0
"PYHIN1"	0.31	0	0	0	0	0	0.29	0	0	0	0	0	0.3
"SLAMF1"	0.3	-0.29	0	-0.27	0	-0.27	0	0	0	0.27	0	0	0.63
"SCML4"	0.3	0	0	0	0	0	0.3	0	0	0	0	0	0
"MAPK1IP1L"	0.3	-0.34	0	-0.32	-0.57	0	0	0	0	0.52	0	0	0.29
"GALM"	0.3	-0.3	-0.28	-0.35	-0.37	-0.32	0.53	0	0.52	-0.32	-0.31	-0.34	0.72
"NDFIP1"	0.3	-0.47	-0.33	-0.3	-0.55	0	0	0	0	-0.49	0	0	0.44
"PTPN22"	0.3	-0.53	-0.34	-0.51	-0.49	-0.5	0.45	0	0.45	0	0	-0.5	0.43
"ANKRD44"	0.3	-0.32	0	-0.37	-0.31	-0.28	0.3	0	0	0.62	0	-0.35	0
"LPIN2"	0.3	0	0	-0.27	-0.33	0	0.34	0	0	0	0	0	0
"PNRC1"	0.3	-0.52	0.63	-0.53	-1.4	0	-0.3	0.53	-0.39	-0.32	-0.53	-0.68	0
"PSTPIP1"	0.3	-0.36	0	-0.34	-0.35	-0.34	0.39	0	0.43	-0.29	-0.32	-0.34	0.42
"DOCK8"	0.3	-0.49	0	-0.47	-0.36	-0.36	0.3	0	0.37	0.29	0	-0.38	0.29
"SORL1"	0.3	0	0	0	0	0	0	0	0	0.54	0	0	0
"PTPN7"	0.3	-0.56	0	-0.53	-0.37	-0.53	0.65	0	0.72	0	0.52	-0.51	0.56
"FMNL1"	0.3	-0.44	0.29	-0.45	-0.37	-0.44	0.31	0.31	0.26	0.36	0	-0.43	0.4
"PAIP2"	0.29	0	-0.26	-0.36	-0.62	0	0.27	0	0	0	0	0	0.43
"ITGAL"	0.29	-0.27	0	-0.25	0	0	0.36	0	0	0	0	-0.26	0.37
"GBP2"	0.29	0.38	0	-0.37	-0.73	0.27	0.28	-0.36	0	-0.7	-0.51	-0.39	0.84
"FAM65B"	0.29	0	0	0	0	0	0	0	0	0.42	0	0	0
"TMC8"	0.29	-0.35	0	-0.25	-0.32	-0.33	0.34	0	0	0.27	0	-0.27	0.35
"LCP2"	0.29	-0.74	0.87	-0.74	-0.73	-0.46	0.4	0	0.4	-0.65	0.71	-0.57	0.49
"DOCK10"	0.29	-0.29	0	-0.31	-0.28	0	0.28	0	0	0	0.29	-0.3	0.33
"DENND1C"	0.29	0	0	0	0	0	0.29	0	0	0	0	0	0.33
"CLK1"	0.29	-0.33	0	-0.29	-0.59	0	0.27	0	0	0	0.36	0	0.28
"RASA3"	0.29	0	0	0	0	0	0	0	0	0	0.29	0	0
"RASGRP1"	0.29	0	0	0	0	0	0.31	0	0	0	0	0	0.48
"CYCS"	0.29	-0.57	0	-0.42	-0.8	0	0	0	0	0	0	-0.31	0
"LRRFIP1"	0.29	-0.51	0.4	-0.47	-1.12	0	0.3	0.44	0.36	0.34	0.52	0	0
"ARL6IP5"	0.29	0.32	-0.38	-0.88	-0.99	0	0.35	0	0	-0.63	0	-0.46	0.69
"TMA7"	0.29	-0.28	-0.26	-0.39	-0.9	-0.26	0.39	0	0.3	0	0	0	0
"ABRACL"	0.29	-0.51	0	-0.4	-0.7	-0.52	0.54	0	0.33	0.25	0.56	-0.26	0.41
"TMC6"	0.29	-0.48	0	-0.3	-0.38	-0.34	0.42	0	0	0	0	0	0.52
"RPL35A"	0.29	-0.47	-0.77	0.42	-1.37	-0.46	-0.39	0	-0.57	0.45	0	-0.27	0
"CCNI"	0.29	-0.34	-0.4	-0.51	-1.23	0	0	0	0	0.72	0.35	-0.37	0.29
"RPS20"	0.28	-0.4	-0.32	0.28	-1.24	-0.55	0	0	0	0.58	0	-0.34	0
"LSP1"	0.28	-1.32	0.38	-1.21	-0.89	-1.39	0.82	1.11	0.77	0	-1.39	-1.46	0.64
"ATXN7"	0.28	0	0	0	0	0	0	0	0	0	0	0	0
"CLEC2B"	0.28	-0.48	-0.29	-0.67	-1.08	-0.83	0.6	-0.49	0.58	-0.84	-0.92	0	0
"HINT1"	0.28	-0.35	-0.54	-0.29	-1.19	-0.26	0.35	0	0	0	-1.14	0	0.33
"TESPA1"	0.28	0	0	0	0	0	0	0	0	0	0.82	0	0
"EIF4B"	0.28	-0.31	-0.42	0.28	-0.62	0	0	0	-0.3	0.32	0.29	0	0
"IFITM1"	0.28	-0.26	-1.07	-1.21	-1.28	0.87	0.68	-1.07	0.41	-1.72	-0.64	0.27	0
"UQCRB"	0.28	-0.3	-0.28	-0.33	-0.95	0	0	0	0	0	0	0	0.3
"UBXN1"	0.28	-0.27	0	-0.33	-0.87	0	0	0	0	0.27	0	0	0
"RPL22"	0.27	-0.25	-0.45	0.38	-1.34	-0.25	-0.31	0	-0.45	0.26	0	0	0
"LPAR2"	0.27	0	0	0	0	0	0	0	0	0	0	0	0
"HNRNPA0"	0.27	0	-0.44	0.32	-0.99	0	0	0	0.3	0.25	0	0	0
"EIF1"	0.27	-0.26	-0.28	0	-1.04	0	0	0	0	0.29	0	0	0
"RPS7"	0.27	-0.48	-0.71	0.61	-1.36	-0.25	0	0	-0.31	0.32	0	0	0
"GPR132"	0.27	-0.25	0.36	0	0	0	0	0.36	0	0.25	0	0	0
"SEMA4D"	0.27	-0.32	0	-0.28	0	-0.31	0.27	0	0	0	0.39	-0.28	0
"MALAT1"	0.27	1.01	-0.29	-0.29	-0.66	0	-0.46	0.35	-0.28	-0.29	1.1	0.37	0
"HAUS3"	0.27	0	0	0	0	0	0	0	0	0	0	0	0
"OAZ1"	0.27	-0.53	0.45	-0.25	-0.89	-0.67	0	0	0	0.75	0	-0.47	0.39
"RUNX3"	0.27	-0.53	0.26	-0.5	-0.5	-0.47	0.43	0.4	0.52	0	0.29	-0.51	0.33
"PTGES3"	0.27	-0.45	-0.41	0.44	-0.99	-0.31	0.31	0	0.37	0	0	-0.31	0.27
"EEF2"	0.27	0	-0.63	-0.31	-0.99	0	-0.35	0	-0.54	0.51	0	-0.26	0
"IPCEF1"	0.27	0	0	0	0	0	0	0	0	0	0	0	0.35
"PDCD1"	0.27	-0.45	-0.38	-0.43	-0.42	-0.42	0.64	-0.28	0.68	-0.33	-0.4	-0.42	0.29
"RPL36A"	0.27	-0.34	-0.26	-0.28	-0.84	-0.38	0	0	0	0.4	0	0	0
"PCED1B"	0.26	-0.33	-0.27	-0.31	0	-0.3	0.36	-0.27	0.29	0	-0.29	-0.32	0.63
"RPL37A"	0.26	-0.32	-0.29	-0.26	-1.26	-0.41	0	0	0	0.42	0	0	0
"DDX5"	0.26	-0.31	-0.38	-0.3	-1.24	0	0	0	0	0.27	0	0.45	0
"PRKCQ"	0.26	0	0	0	0	0	0.3	0	0	0	0	0	0
